,0
98,"Mutlu BEKAR
@hayatbe61kenara
·
21 Ara 2023
@SuperYardim
 
Bugün tarifemi yenilemek için mobil  uygulamanıza girdim. Uygulamada belirttiğiniz fiyattan hizmeti vermediğiniz gibi ben uğraşırken siz mobil uygulamadaki fiyatı değiştirdiniz.Bu resmen utanmazlıktır.  
@BTKgovtr
 @ticaret
 @TuketiciBasvuru
1
14"
99,"H.KaanKırcı
@DenthhVader
·
16 Ara 2023
@SuperYardim
 neyin kafasını yaşıyonuz arkadaş kaç gündür madur ediyorsunuz bir de dalga geçer gibi cevaplar atıyorsunuz?
11"
100,"Murat TRGT
@Murat_TURGUT
·
7 Eki 2023
@SuperYardim
 Yeni taşınacağım ev için nakil talebinde bulundum. Müşteri temsilciniz orda port yok diyor. Eski kiracı giderken portu da yanında götürmedi herhalde sayın yetkili. 96 saat sonra işleme alinacakmış. 4 gün bekleyecek miyiz ?
1
22"
101,"GerzeK.
@gerzeliyiz
·
16 Oca
@SuperYardim
 Ankara Yenimahalle'de oturuyorum. 4-5 gündür hız sorunu yaşıyorum. İnternetim çok yavaşladı. Müşteri Hizmetleri hız tesi yapıyor sadece. Sorunumu çözecek muhatap bulamıyorum, ne yapabilirim?
1
14"
102,"Cebrail Ahmetoğlu
@Cebrailtastan69
·
6 Kas 2023
@SuperYardim
  14 gündür SUPERONLINE bağlantı yapılmadı  müşteri memnuniyetiniz için teşekkür ederiz . Zamların gelmesini bekliyorsunuz sanırım.
5"
103,"VOLKAN KAYA
@vollkankaya
·
25 Eyl 2023
@SuperYardim
 1 haftadır 5 kere telefonla görüştük 10 defa arkadaşlarınız saat söyledi ve kesinlikle gelmiyorlar . 3 tane arıza kaydı oluşturuldu ve 1 haftadır internet sorunu yaşıyorum kesinlikle destek olmuyorsunuz . Ekibiniz kesinlikle gelmiyor .
6
45"
104,"ARYA
@hanife977
·
18 Kas 2023
@SuperYardim
 @Fiberintenet
 artık bu işi beceremediğiniz kabul edip  Bi bırakın ya hangi çağlayı sitede 7 blokta çalışıp bir blokta çalışmayan rezil sebeke
1
27"
105,"N K
@NK5766081146517
·
1 Kas 2023
@SuperYardim
 3 günde bir arıza kaydı bırakıp işi gücü bırakıyorum. 1 yıllık modem sürekli bozuluyor. Tivibu da ona bağlı. Ne internet ne televizyon var şimdi. Arıza kaydı bıraktım. Ama yarına bir ihtimal gelirler, onda da ben evde olmuyorum çalışıyorum. Bıktım artık
29"
106,"oğuz.png
@ogsahinn
·
22 Ara 2023
@SuperYardim
  Modem iadesi yapacaktım. Gönderdiğiniz iade kodunu paketin üzerine yazdığım halde 
@YurticiKargo
 şubesi göndermemiş. Ben bu kargoyu nereye göndereyim. Üstüne net cezai işlemde uygularsınız.
1
20"
107,"Nursel
@nsakaa
·
22 Oca
@SuperYardim
 merhaba interneti bikac ay dondurmam mumkunmudur acaba
1
13"
108,"Ahmet Conker
@aconker34
·
14 Ara 2023
@SuperYardim
 tt den aldığım mesaj... olay kimde bilmiyorum , lütfen ilgilenin mağdur oldum.
Türk Telekom Destek
@TTDestek
·
14 Ara 2023
@aconker34 adlı kişiye yanıt olarak
Merhaba Ahmet Bey, hizmet almış olduğunuz internet servis sağlayıcınız ile iletişime geçebilirsiniz.  ^Ferah
1
9"
109,"mehlika karakaya
@mehlikaataer
·
11 Eki 2023
@SuperYardim
 buyukcekmece mimarobada bır haftadır ıntermet sorun var cekmıyo
1
20"
110,"Neclasrl
@neclasrl
·
19 Oca
@SuperYardim
 @tcsavunma
 superonline dava açmak istiyorum hem psikolojimi bozduğu hemde hizmet vermeden fatura gonderdigi için.Nasil basvurabilirim.
1
51"
111,"Elif Veyses
@ElifVeyses
·
12 Eki 2023
@SuperYardim
 bizim bi alt yapı çalışmamız vardı ama acaba daha ne kadar beklememiz lazım ?
2"
112,"yakup karabag
@yakupkarabag7
·
16 Kas 2023
@SuperYardim
 Ev internet aboneliğim var. Şu sn yurt dışında olduğum için irtibat tel numarası olarak eşimin numarasıyla değiştirttim. Fayda etmiyor, ekipleriniz hala benim numaramı arıyor ve ulaşamıyoruz diye destek vermiyorsunuz. Gerçekten super yardım!!!
1
9"
113,"Murat ÖZÇELİK..mrt ozclk
@MuratizmirMurat
·
4 Eki 2023
@SuperYardim
 Akşam işden eve geldiğimizde apt.daki 2.kat komşumuzun yeni abone olduğunu gelen ekibinizin bu yere işlem yaparken benim int kesmiş kabloyu koparmış defolup gitmiş.bugece ne int nede tv var.bumudur ışık hızı mağduriyet.abone no 11506278.ehli insanlarla iş yapın
4"
114,"Mahir
@mozugur
·
24 Eyl 2023
@SuperYardim
 Apartmanımıza 
@TurkTelekom
 fiber altyapı getirdi. 
@Turkcell
 olarak siz de getirmeyi düşünüyor musunuz yoksa hizmet sağlayıcısını değiştirelim mi ? 
@TurkNetDestek
 zaten uykuda. Manavkuyu/İzmir bölgemiz.#superonline #turktelekom #TurkNet
1
55"
115,"ZAİM
@ahmetjoo
·
11 Eki 2023
@SuperYardim
 teknik servis afk galiba
8"
116,"Solmaz Doguturk
@SolmazDoguturk
·
4 Eki 2023
@SuperYardim
 siz bizle dalgamı geçiyorsunuz. Arıza giderilmiş diye mesaj yolluyorsunuz. Bir aydan fazla interneti kullanamıyoruz. Sürekli sizinle yazışıyoruz. Nasıl halledilecek bu sorun.
1
20"
117,"Yavuz Selim
@_YVZSLM_
·
19 Oca
@SuperYardim
 gööööya uzaya astronot gönderdik ama siz hala bi teknik servis gönderemediz????
1
37"
118,"gbgb_kedivelisi
@ggb_kedivelisi
·
22 Eki 2023
@SuperYardim
 1 haftadir evde kullandigimiz internetten sinyal alamiyoruz defalarca kez musteri hizmetlerini aramamiza ragmen destek alamiyorum hergun bugun gelicez diyip kimse gelmiyor bu ne terbiyesizliktir!! Kullanmadigimiz internete fatura cikaricaksiniz
2
1
59"
119,"Polat
@Polat29199716
·
7 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
Superonline'dan 169 liralık paket aldım sesli kayıtlar da var 169 lira ama sözleşmede 250 yazıyormuş biz okumadan imzaladık şimdi düzeltmiyorlar bunun adı sahtekarlık değil mi dolandırıcılık değil mi
1
16"
120,"eMRe
@eMRe_bscl
·
25 Eyl 2023
@SuperYardim
  merhaba. Evimde Apple tv üzerinden iptv izlemeye çalışıyorum. Apple tv superonline modemim üzerinden bağlı iken hiçbir iptv uygulamasını kullanamıyorum fakat apple tv yi cep telefonum üzerinden “hot spot” kullanırken bir sorun olmuyor. Çözümünüz nedir ?
4
194"
121,"HASAN ALİ DEMİRKAN
@HSNDMRKN
·
7 Ara 2023
@SuperYardim
 
Türkcell süper online, basit bir iptal işlemini yapamamak ve çözüm üretememek nasıl bir kurumsallık bana anlatır mısın???  Sizin iptal edemediğiniz her gün için benim cebimden para çıkıyor.
1
16"
122,"C.B
@cdnzn
·
5 Eki 2023
@SuperYardim
 dün arıza kaydı açtım bugün çözüldü diye kendi kafanıza göre kaydı kapatıyorsunuz nasıl oluyor bu? Bugün yeni arıza kaydı açtım çözmeden ve bana haber vermeden kapatırsanız cimere şikayet edip gerekirse dava açarım bilginize.
1
6"
123,"cigdem
@cgdmtkn
·
26 Eki 2023
@SuperYardim
 bariz dolandırıcılık ile baş etmek daha kolay.Müşteri ile olmayan internet için dalga geçiyorlar.
1
21"
124,"seçooooo
@_SEAD35
·
7 Kas 2023
@SuperYardim
 tükendim artık gerçekten. Online derslerim başladı ama benim bu internet problemim asla asla çözülemiyor. Arkadaşlar napayım , yetkili kurumlara sizi şikayet mi edeyim artık?
2
59"
125,"Ddmayds
@ddmayds1
·
25 Eki 2023
@SuperYardim
 @SikayetvarCom
 akşamdan beri internet yok asla ulaşamıyorum saatlerce bekliyoruz bir ara ulaştık yaptık dediler 2 dakika sonra gitti hala yok acil destek
1
30"
126,"rahatsız adam
@rahatsizadam35
·
9 Oca
@SuperYardim
 bırakın orda boş yapmayı. Ne SMS hattınız çalışıyor nede aradığımızda cevap alabiliyoruz. Kimse var mı orda yardımcı olabilecek
1
10"
127,"AYKUT RÜZGAR
@AYKUTRZGAR1907
·
28 Oca
@SuperYardim
 hakkımı mahkeme de Arıcam bundan sonra 5 ay da çözülmeyen problem olmaz .....
2"
128,"Hakkaniyet
@hakkaniyet27
·
25 Eyl 2023
@SuperYardim
 @Fiberintenet
 18 Eylül 2023 pazartesi günü erdem telekomdan internet başvurusunda bulundum. Ancak 1 hafta geçmesine rağmen internetim çekilmedi . Arıyorum dönüş yapacağız diyorlar dönüş yok. Lütfen dönüş bekliyorum…
1
14"
129,"serhat elçi
@SrhtElc
·
28 Ara 2023
@SuperYardim
 son bir aydır iki üç günde bir sürekli bağlantım kesiliyor arıyorum müşteri hizmetlerini bir yada iki gün sonra çözülüyor ama birkaç gün sonra aynı şekilde kopma yaşıyorum şu an bile İnternetim yok, turkcell kalitesine güvenip aldım ama çok pişmanım,52575568 abone no
1
108"
130,"B’met
@lthrnn
·
6 Eki 2023
@SuperYardim
  musteri hizmetlerini aramasaydim internet hizim daha iyiydi. Sanirim buradan da bir çözüme ulasamazsam tarihin tozlu sayfalarina gomecegim superonline ı.
1
31"
131,"Mustafa
@Mustafa837793
·
17 Eki 2023
@SuperYardim
 55248942 müşteri numaralı Ankara altındag aboneliğimde 18.07 tarihinden bu yana sorun yasanmaktadır 15-16.10 tarihinde Bı kaç saatlık sorun giderildi mesaj filan atıldı alt yapı ekipleri sorun giderdi SMS atıldı ondan sonra halen İnternet hizmeti alamıyorum süpersnz
1
6"
132,"Neclasrl
@neclasrl
·
7 Oca
@SuperYardim
 aylardır çekmeyen bir internet faturasi ödüyorum.Ariza kaydı aciyorum hala çözüm yok evden calisiyorum ve malesef interneti kullanamıyorum.yardim istiyorum oda yok.iptal istiyorum kendi sorunlari yuzunden benden para talep ediliyor.kul hakkı yemeye devam edicekmisini
10"
133,"CADMAN
@CADMAN85323611
·
22 Ara 2023
@SuperYardim
  kasımda başlayan internet kopma sorunum çözülmedi. Salı gününden beridir teknik ekip geliyor, çözüldü deyip gidiyor. Kalıcı çözüm yoksa hiç uğraşmadan başka firmalardan hizmet alayım.. Sizin yüzünüzden işlerimi kafelerde yapmak zorunda mıyım??
1
18"
134,"yörük_Onur
@gokkurt_1923
·
1 Kas 2023
@SuperYardim
 sorun nedir. İnternetimde video izlerken donma mevcut. 100mbyte yaptığınız internette. Sorun nedir.
1
18"
135,"Neclasrl
@neclasrl
·
7 Oca
@SuperYardim
 çekmeyen internetiniz acil ücretsiz iptal edilmez ise tüm yasal haklarına ulaşıp dava acicam sizlere çözüm yok bari işinizi yapıp kabul edin ve iptal edin aboneligimi ücretsiz.hatta psikolojik dava acicam size psikolojimi bozduğunu icin
2"
136,"Google cuhum
@Seferkaya38
·
1 Ara 2023
@SuperYardim
 kolay gelsin Superonline musterisi olarak taahhutum doldu fiyat yüksek geldi iptal ettirmek istedim sonrasinda beni ikna için aradilar iptal biriminizden 1 soruya yanlış cvb verdim diye aboneligimi iptal ettiler 24332538 abone numaram
1
5"
137,"ZAFER L. YAZICI
@ZAFERLYAZICI1
·
15 Kas 2023
@SuperYardim
 herkese de aboneliğini sonlandirmasi için tavsiyede bulunucaz
5"
138,"Furkan Sürmeli
@furkansurmeli
·
12 Eki 2023
@SuperYardim
 Selam Salı günü saat 16:49 arıza kaydı oluşturdum. Evimde hem internet hem de Tv yayını kesik 7 kere arama yapıp yardım talep ettim halen beni ne arayan var ne de gelen. İmdat diyorum. Yardım diyorum . Sesimi duyan var mı?
1
10"
139,"Barış Erdoğar
@BarErdogar
·
30 Eyl 2023
@SuperYardim
 2 Gündür İnternetim yok.Kimse yardimci olmuyor tek soyledikleri sizi anlıyorum.
1
10"
140,"Canan YURDAKUL
@Cananyrdkl1
·
2 Kas 2023
@SuperYardim
 @Turkcell
 @superonline
 bir müşteri temsilcisine bağlanmak bu kadar zor olmamalı dünya kadar fatura parası ödetiyorsunuz bi muhatap yok
1
99"
141,"Çatlak Kalem
@catlakkalem
·
16 Eki 2023
@SuperYardim
 merhaba, geçen hafta salı gününden beri ofis için internet bağlantısı bekliyoruz. Kurulum için be gelen var ne haber veren. Müşteri hizmetlerinizi de defalarca aradık ama yardımı olmuyor. İşlerimizi düzgün yürütemiyoruz. Yardım rica edebilir miyim?
10"
142,"Tuncay
@tuncaycemuzun
·
19 Oca
@SuperYardim
 güzel bir tarife önerir misin bana?
Webtekno
@webtekno
·
19 Oca
TurkNet, 299 TL’lik internet ücretini 399,90 TL’ye çıkarttı.
1
63"
143,"VOLKAN KAYA
@vollkankaya
·
26 Eyl 2023
@SuperYardim
 Hala sizlerden bir dönüş yok 7-8 gün oldu hala da zaman geçecek gibi duruyor . Arkadaşınız kesinlikle destek için gelmiyor . Telefonları açmıyor . Tarih ve saat veriyor kesinlikle gelmiyor . Siz böyle mi destek veriyorsunuz? Böyle mi yardımcı oluyorsunuz ?
2"
144,"Begakdur
@begybak
·
29 Eyl 2023
@SuperYardim
 berbat bir çağrı merkeziniz berbat bir hizmetiniz var ezberletilmis kelimeler dışında hiç bir işe yaramayan cagri merkezi yaşattığınız durum için yasal işlemleri başlatıyorum ben hayatımda böyle insan kandırma görmedim
1
15"
145,"Muharrem
@fabianroadMT
·
24 Eyl 2023
@SuperYardim
 100 Mbps'lik fatura ödüyorken bunu alıyorum. Evden çalışmak imkansız sayenizde.
1
27"
146,"kostas oğuzhan
@oguzhanince61
·
31 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
Allah bu firmanin eline dusurmesin bi daha bedava internet versin kullanirsam allah benimde belami versin rezilsiniz bozuk internetimi yapmak icin para istiyorsunuz size odedigim faturalar zehir zikkim olsun
12"
147,"Serhat
@adoredreamers
·
24 Eki 2023
@SuperYardim
 harikasın superonline :D şimdi gelir dersin ping bizim sorunumuz değil diye asdıkujasdkşjahgsd bir gün sorumluluğunuzu üzerinize alırda şu ping'in sizden kaynaklandığını bi kabul etseniz milletin 10 mbps ile de rahatça internet kullanabileceğinin farkına varırsınız.
1
1
489"
148,"Kasım Özkaleli
@Ozkalelikasim
·
12 Eki 2023
@SuperYardim
 
Mersin Akdeniz ilçesi Nusratiye mah. İnternetiniz yok. Yardım lütfen
42"
149,"İsmail DEMİRCİ
@demircismail01
·
2 Ara 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 Eylül 2023 ten bu yana süperonline faturama yansıtılan diğer hizmetlerle ilgili müşteri hizmetlerinizi aradığımda güneynet tarafından gameplus üyeliğimin başlatıldığını öğrendim. Benim böyle bir talebim olmadı konuyla ilgili detaylı+++
2
82"
150,"Emine Tuna Hasköylü
@Eminaaaanim
·
11 Oca
@SuperYardim
 5 gündür hizmet alamamam nedeni ile aboneliğimi iptal ediyorum, kayıt açtım, talep ettiğiniz iptal bedeli 1532.61 TL. 5 gündür internet veremediğiniz, teknik servis tarafından da aranmadığım için aboneliğimi iptal ettim. İptal nedenimin farkında mısınız?
4"
151,"gökhan atilla 
@GokhanAtilla_
·
19 Kas 2023
@SuperYardim
 kötü hizmet sonucu ürününüzü iptal etmek istiyorum
1
19"
152,"Burak Yılmaz
@_gamersapiens
·
24 Eyl 2023
@SuperYardim
 günlerdir internetimde kopma yaşıyorum sorunu bildirmediğim yer kalmadı bıktım vallahi bıktım bi çözüm bulun artık
11"
153,"TahsinBayram
@tahsinbayram23
·
30 Eyl 2023
@SuperYardim
 YA ARKADAŞ 2 ODA ÖTESİNE CEKMEYEN ,GUYA FIBER INTERNETINIZ VAR. YA HIC MI DURUST BISEY OLMAYACAK BU MEMLEKETTE? PARAYI ALIRKEN FIBER,AMA KULLANIRKEN MAGARA ÇAĞI. YUH OLSUN.
1
14"
154,"cihat karakurt
@cihat_36
·
3 Oca
@SuperYardim
 adlı kişiye yanıt olarak
Böyle rezillik yok berbat bir internet müşteri memnuniyeti sıfır arıyoruz kimsenin geldiği yok Türk Telekom altyapısında çalışma var deyip geçiyorlar İstanbul’un göbeğinde 2024 te 5 mps hızla internet kullanmaya çalışıyoruz
1
37"
155,"sümeyye
@smeyyeplk
·
31 Eki 2023
@SuperYardim
 8 AYDIR yaşadığım bağlantı problemim tüm müşteri hizmetleri çağrılarıma, arıza kayıtlarıma rağmen hız kesmeden devam ediyor. Karşıma mağduriyetimi giderecek tek bir çözüm odaklı muhatap bulamıyorum. Artık çözüm istiyorum sadece ÇÖZÜM. Sabırla beklememe rağmen.
4"
156,"Eren
@erendmn
·
4 Eki 2023
@SuperYardim
 merhaba 1 aydır askerdeyim ve gittiğim günden beri evde internet kesilmiş. 6-7 kere müşteri temsilcisiyle sorunu çözüp bir sonraki gün yine kesik internet ile karşılaşılmış. Kalıcı bir çözüm bulabilir misiniz?
1
23"
157,"Ali Çetinkaya
@Alietin85877192
·
17 Eki 2023
@SuperYardim
 ödemediğimiz faturamız mı varda internetimiz yok neden iletişimde problem yaşıyoruz çözüm istemek çözüme ulaşmak için neden kırk takla atıyoruzzzz ????
1
11"
158,"lawyerfreelion
@sanatisan5
·
5 Ara 2023
@SuperYardim
 2 gündür akşam saatlerinde evimizde internetimiz yok ve aradığımızda bölgede arıza olduğu söyleniyor Superonline pişmanlıktır #superonline 
@TurkcellHizmet
 @Turkcell
1
152"
159,"yasarokyay
@YasarOkyay
·
4 Eki 2023
@SuperYardim
 insanları salak yerine koymayın
10"
160,"Mehmet Kürşat Aydın
@Mehmet_Kursat
·
5 Oca
@SuperYardim
 haber vermeden kesinti yapmanız nasıl bir rezillik?
1
41"
161,"duyguzambak
@duyyguzambak
·
25 Kas 2023
@SuperYardim
 @TurkTelekom
 artık şu arızayı giderseniz de biz de internet kullanabilsek. Dünden beri internet yok. Bugün 22 ‘ye kadar çözüleceği söylenen arıza şimdi de yarın 1’e kalmış. Anlaşılan daha çok bekleriz biz.
1
24"
162,"Snuk
@sevnurdursun
·
29 Kas 2023
@SuperYardim
 151359379 takip nolu şikayetimi çözmedi. Adresime kim olduğu belirsiz birine sözde internet bağlamış ve borç çıkarmışsınız. Posta göndermeseniz sahtekarlığınız anlaşılmazdı. Sonuç kime nereye ne yaptıysa çalışanlarınız ne yaptınız? Bilgi dönmelisiniz
1
35"
163,"Yadigar çelik
@Umydgr79
·
22 Kas 2023
@SuperYardim
 bana yardımcı olunmuyor
1
5"
164,"Cosmis Alien
@CosmisAlien
·
3 Oca
@SuperYardim
 İnterneti kısa süre önce bağlattım ve 100mbps den daha kötü bir deneyim veriyor sizin fiber internetiniz. 1080p de film izlerken donması, aynı şekilde wifi dayken başka pcde donması, oyunlarda daha yüksek bir ping de olması, steam indirmelerinde tam performans vrmyr
3
17"
165,"Nur Eren
@nureren
·
6 Oca
@SuperYardim
 rezalet bir firmasınız size abonelik yaptırdım güne lanet olsun
2"
166,"Cosmos
@evrenkarabulut
·
25 Ara 2023
@SuperYardim
 size telefonda ulaşamıyorum hattım devamlı kopuyor ve bu olay yaklaşık 2 aydır devam ediyor bana acil dönüş yapar mısınız
1
14"
167,"Müzeyyen Yüce
@muzeyyenyuce07
·
26 Eyl 2023
@SuperYardim
 @TurkcellHizmet
 6 gündür evimde internet kesik. Teknik arıza olarak nitelediğiniz sorunu çözemiyorsunuz. Üstüne arıza ekiplerini yönlendirmek için ücret talep ediyorsunuz. Bu nasıl iş!
7"
168,"irdenil
@kocdeniz3316
·
10 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
Merhaba hattımı taşıdım 10 gündür uğraşıyorum bugün tekrar yapıldı ama Servis yok sorunu şimdi de bayiniz. Birdaha buraya gelin demekte  bunu uzaktan halledemitor musunuz sayın 
@Turkcell
1
53"
169,"Maya Harper
@hmaya7286
·
30 Eki 2023
@SuperYardim
 
Merhaba , iyilik iptalinden dolayı mıdem iadesi yapacağım. Aksesuar iadesi de isteniyor. Acaba aksesuar olarak ne kast ediliyor veya kurulum sırasında ne verildi , nasıl kontrol edebilrim?
1
4"
170,"wedatben
@WEDATBEN
·
8 Eki 2023
@SuperYardim
 @TurkTelekom
 esenler menderes mah 350 sok 5 gündür internet yok 
@Turkcell
 nerede superonline nerede her yerde fiber reklamı var ama gunumuz türkiye sinde internet yok.
1
85"
171,"Meryem Dila
@Meryemdilaa
·
26 Eyl 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 @TcellPlatinum
 Mahalle arasi alinan alalade bir hizmete donusmus.. ne yillardir musterileri olmanizin bir kiymeti var ne de odediginiz paraniz. Butun hizmetlerimi baska bir operatore gecirecegim. YAZIK.. (6)
1
72"
172,"pide
@fakkirek
·
30 Oca
@SuperYardim
 televizyonda tv+ üyeliğimiz var, filmleri dizileri televizyondan izleyebiliyorum uygulamayı telefona da indirdim ama premium+ paket al aboneliğin gözükmüyor diyor. Televizyondan izleyebiliyorken telefonda neden izleyemiyorum
1
23"
173,"Ahmet Çolak
@acolak07
·
28 Ara 2023
@SuperYardim
 arıza çözümündeki BASARISIZLIĞINIZDAN dolayı sizi tebrik ediyorum. Gerçekten saha ekipleriniz çok tecrübeli ve profesyoneller ki üst üste iki haftadır aynı arıza sürekli tekrarlanıyor....
1
6"
174,"Özlem
@ozcen1921
·
7 Eki 2023
@SuperYardim
 10 gündür arıyoruz..inceleme devam ediyor deniyor..GERÇEKTEN BIKTIK ARTIK..müşteri olarak bu kadar mağdur olmak zorunda mıyız??? Para ödeyerek rezil oluyoruz resmen..taahüttümüzü yenilemez olaydık..
@TVPlusHerYerde
1
10"
175,"Onur Yılmaz
@dignityandhonor
·
27 Eki 2023
@SuperYardim
 bugün, 157665167 nolu teknik servis başvuruma istinaden, adresime gelip, sorunumun çözümü için bana destek olan personellerinize(başta Mert Bey olmak üzere), hem firmanız hem de kendi yöneticileri nezdinde teşekkürlerimin iletilmesini önemle rica ediyorum.
1
6"
176,"Melih
@gs_mertan
·
2 Kas 2023
@SuperYardim
 20 Ekim tarihinden itibaren sözde fiber altyapı değişikliği sebebi ile internet erişimiz yok. Müşteri hizmetlerini 20ye yakın aramamıza rağmen sorunumuz bir türlü çözülmedi. 12 gün internetsiz bırakıp tam fatura talep edeceksinizdir.
2
32"
177,"didem akçam
@didemakcam
·
7 Oca
@SuperYardim
 hayatım boyunca bu kadar korkunç bir müşteri hizmeti görmedim !!! Cumartesi öğlenden beri birinin evimdeki modeme bağlanıp neden çalışmadığını sorgulamasını bekliyorum. En az 5 kez müşteri hizmetlerini aradım her çalışan bana en kısa sürede yardımcı olacağını söyledi
2
96"
178,"MESUT PAL
@psma01
·
3 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
Fatura gecikmesine 5 TL faiz 160 TL yeniden hızlandırma bedeli yuhhh
8"
179,"Esra kvs
@esrakvs85
·
10 Eki 2023
@SuperYardim
 @superonlinecom
 @Fiberintenet
 @ist_superonline
 @Turkcell
 @TurkcellHizmet
Huseyin Kavas
@hkavas84
·
9 Eki 2023
Superonline yine ip sorunu..yine internet yokk..ne zaman normale donucez..evden calisarak rezil oluyorum..lutfen su sorunu giderjn artikk..@SuperYardim @superonline @TurkcellHizmet @Turkcell
26"
180,"Mahmut
@fenerli0055
·
5 Eki 2023
@SuperYardim
 @Fiberintenet
 
Superonline dan 100 mbitten aşağı olmaz valla billa diye yalvararak internet sattılar 10 mbiti geçmedi 9 aydır.ikide bir kopma donma da cabası.siz siz olun aldanmayın dolandırıcılara
56"
181,"Çağatay
@xanlevikon
·
16 Oca
@SuperYardim
 Siz nasıl rezil insanlarsınız haber vermeden 10 saatlik bakım ne demek ciddi misiniz? Günah keçisi müşteri hizmetleri mi? Nasıl bir hizmet bu yazık yemin ederim yazık
1
9"
182,"ALTINTAŞ
@07altintas
·
3 Ara 2023
@SuperYardim
 TV+ aboneliği için HEDİYE+ÜCRETSİZ diye telefonda söylenip sonra  faturama yansıtan ve internet kurulurken onaylamışsınız diyen superonline insanları dolandırmayı çok seviyor şikayetçi olacağım konuşmalar dinlensin dediğimde öyle yapamıyoruz nasıl diyebiliyorsunuz
3
1 B"
183,"hknylmz
@hakanylmz31
·
14 Oca
@SuperYardim
 Merhaba, şu an yanlış bilmiyorsam yaşadığım müstakil sitenin içerisine kadar fiber geliyor fakat evlere bakır kablo ile dağıtılıyor internet. Evimin içine kadar fiber çektirmek için ne yapmalıyım?
2
583"
184,"Nurettin
@Nrttnkaynar
·
2 Kas 2023
@SuperYardim
 olmayan aboneliğime fatura kesiyorsunuz gecikme faizi yansitiyorsunuz insanla alay mı ediyorsunuz 2 ay önce kapatılmış aboneliğime neden şimdi fatura kesiliyor amacınız ne sizin?
1
12"
185,"tice-he
@merthece
·
11 Oca
@SuperYardim
 dün den itibaren bu saat hala internet yolk .Biz size eksık ödeme yapıyormuyuz Türk telekomdan satınn alıp bize satıyorsunuz hiç bir yenilik yapmadan ayıp değilmi .Köydemiyiz.
1
10"
186,"hknylmz
@hakanylmz31
·
13 Oca
@SuperYardim
 İnternetim bugün accayip yavaş neden?
1
30"
187,"Murat Demir
@_TataR_MuraT_
·
1 Oca
@SuperYardim
 @superonlinecom
 arkadaş tam 59 dk telefonda beklettiniz. Hadi sıra geldi bağlandı derken bu kezde hattı kestiniz. Yılın daha ilk gününde internet kesik, size ulaşılamıyor.
1
16"
188,"sevilmek hakkimiz
@beniarayacaksin
·
4 Ara 2023
@SuperYardim
 oglum sizden nefret ediyorum dunyanın parasini aliyosunuz ama kucucuk odada bile internetiniz cekmiyo sizden nefret ediyorum
1
14"
189,"CAFER GÜNAYDIN
@Cfrgnydn
·
28 Ara 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 Turkcell müşteri hizmetleri izinli sanırım bugün ayrıca şu fatura detayında yer alan diğer hizmetler kısmını detaylandırsanız keşke…
1
21"
190,"Solmaz Doguturk
@SolmazDoguturk
·
3 Eki 2023
@SuperYardim
 arızanız giderilmiştir diye mesaj yolluyorsunuz. Acaba biz başka yerde mi yaşıyoruz. Aklımızdan şüphelenmeye başladım. Gerçekten biz bıktık siz yazmaktan bikmadinizmi. Yine ekipleri yönlendirirsiniz . Ertesi gün arıza giderildi dersiniz. 
1
17"
191,"Lᴏʀᴅ Vɪsᴀᴍ
@lord_visam
·
12 Ara 2023
@SuperYardim
 süper yardı gerçekten #superonline
1
268"
192,"Enis
@EnEnistan
·
10 Eki 2023
@SuperYardim
 Ankara’da günlerdir arızamızı çözmeyen yardım nasıl süper oluyor acaba 
Var mı aksini ispatlamak isteyen
1
10"
193,"_rerum_
@_pacem
·
15 Oca
@SuperYardim
 adlı kişiye yanıt olarak
4 saattir fiber internet yok. Müşteri hizmetlerini 20 kez aradım telefonu kapatıyorsunuz. Açıklama ve yardım istiyorum. 
@SuperYardim
 @turkcell
1
28"
194,"Laf ola beri gele
@lafolaberigel
·
2 Kas 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 1 haftadır bir internet naklini başaramadınız üstelik her aradığım şikayet kaydı oluşturup hiç birşey yapmadınız Ankara'nın göbeğinde bunu nasıl beceriyorsunuz. Her gün bugün kesin olacak deniyor. Sonuç aynı
1
26"
195,"ThinkPink
@BlueElly3
·
4 Kas 2023
@SuperYardim
 İzmir Karşıyaka Mavişehir. Albatros Sitesinde 3000 hane var ve şu an superonline dan hizmet alanların hepsi mağdur. Acil destek istiyoruz 
@TurkcellHizmet
 @Turkcell
1
53"
196,"Bedri Ongun
@bedriongun
·
6 Eki 2023
@SuperYardim
 dün akşam internetimden gitti. Aradım arıza kaydını oluşturduk diyorlar. Ankara’nın merkezinde oturuyorum. Ne arayan var ne soran. Mağduriyetim giderilmedi. Halen internet bekliyorum…
1
29"
